CSCv2_name,CSCv2_RA,CSCv2_DEC,CSCv2_PU,CSCv2_S/N,Fs,e_Fs,Fm,e_Fm,Fh,e_Fh,Fb,e_Fb,P_intra,P_inter,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,Plx,e_Plx,PM,rgeo,b_rgeo,B_rgeo,P_AGN,P_CV,P_HM-STAR,P_HMXB,P_LM-STAR,P_LMXB,P_NS,P_YSO,e_P_AGN,e_P_CV,e_P_HM-STAR,e_P_HMXB,e_P_LM-STAR,e_P_LMXB,e_P_NS,e_P_YSO,Class,Class_prob,e_Class_prob,CT,CSCv2_flags,Catalog_name,True_Class,Class_ref
2CXO J053522.8-053137,83.8450561,-5.5270352,0.74,29.23,4.4e-15,2e-16,2.4e-15,1e-16,2.8e-15,4e-16,9.6e-15,5e-16,1.0,1.0,15.455,0.004,16.58,0.04,14.22,0.01,12.21,0.02,11.27,0.03,10.75,0.02,9.64,0.02,9.28,0.03,5.1,0.02,2.35,0.07,2.836,413.0,404.0,427.0,0.001,0.002,0.01,0.0,0.01,0.0001,0.0,0.98,0.003,0.005,0.01,0.001,0.01,0.0008,0.0,0.02,YSO,0.98,0.02,33.21,extent|conf,V* V1528 Ori,YSO,2012AJ....144..192M
2CXO J053522.8-044641,83.8451446,-4.7782364,0.76,4.28,2.2e-15,6e-16,6e-16,3e-16,6e-16,4e-16,3.4e-15,8e-16,0.747,,15.92,0.006,17.38,0.02,14.74,0.02,12.99,0.02,12.16,0.03,11.8,0.02,11.22,0.02,10.81,0.02,9.7,0.1,2.57,0.04,1.056,383.0,377.0,389.0,0.003,0.04,0.02,0.002,0.07,0.0,0.0,0.87,0.006,0.04,0.04,0.005,0.05,0.002,0.0004,0.09,YSO,0.87,0.09,5.958,,V* V2397 Ori,YSO,2012AJ....144..192M
2CXO J053522.9-053228,83.8455115,-5.5413599,0.74,59.66,1.91e-14,5e-16,8.3e-15,3e-16,8.9e-15,6e-16,3.64e-14,8e-16,1.0,1.0,14.848,0.004,15.95,0.02,13.706,0.008,12.02,0.02,11.22,0.03,10.87,0.02,10.38,0.04,10.07,0.04,6.5,0.1,1.7,0.2,1.594,578.0,523.0,650.0,0.001,0.02,0.003,0.0,0.05,0.0,0.0,0.92,0.002,0.02,0.006,0.002,0.04,0.001,0.0003,0.05,YSO,0.92,0.05,9.467,extent,V* V2400 Ori,YSO,2012AJ....144..192M
2CXO J053522.9-051744,83.8458128,-5.2957394,0.71,66.8,1.7e-16,5e-17,3.5e-15,2e-16,6.6e-14,1e-15,6.9e-14,1e-15,1.0,1.0,,,,,,,17.78,,14.17,0.05,11.79,0.03,,,,,,,,,,,,,0.08,0.01,0.02,0.01,0.0001,0.002,0.02,0.86,0.06,0.01,0.02,0.01,0.0009,0.005,0.02,0.07,YSO,0.86,0.07,5.927,extent,2MASS J05352299-0517451,YSO,2012AJ....144..192M
2CXO J053523.1-052228,83.846564,-5.3744836,0.71,22.5,9e-17,2e-17,9.1e-16,9e-17,2.6e-15,3e-16,3.6e-15,3e-16,1.0,1.0,19.554,0.007,20.2,0.2,17.87,0.08,14.46,0.03,12.13,0.03,10.9,0.03,,,,,,,1.9,0.6,0.847,656.0,457.0,1367.0,0.002,0.0,0.004,0.0,0.003,0.0,0.0,0.99,0.005,0.0006,0.008,0.001,0.007,0.001,0.0004,0.01,YSO,0.99,0.01,46.956,,V* V2405 Ori,YSO,2012AJ....144..192M
2CXO J053523.3-052810,83.8471382,-5.469476,0.71,84.37,8.1e-15,3e-16,6.7e-15,2e-16,8.8e-15,5e-16,2.36e-14,6e-16,1.0,1.0,16.298,0.009,18.1,0.3,14.99,0.03,12.6,0.02,11.56,0.03,10.96,0.02,11.98,,10.3,0.1,2.55,,2.44,0.08,1.733,403.0,393.0,416.0,0.0,0.002,0.002,0.001,0.01,0.001,0.0001,0.98,0.0005,0.004,0.004,0.002,0.02,0.004,0.0008,0.02,YSO,0.98,0.02,29.915,extent,V* V1530 Ori,YSO,2012AJ....144..192M
2CXO J053523.3-052125,83.8472165,-5.3569839,0.71,31.17,6.6e-16,7e-17,2.1e-15,1e-16,5.8e-15,4e-16,8.5e-15,4e-16,1.0,1.0,16.87,0.006,14.32,0.03,13.348,0.007,12.47,0.05,11.19,0.04,10.34,0.04,5.0277,0.0003,,,,,2.9,0.1,3.36,344.0,329.0,359.0,0.007,0.0001,0.008,0.0,0.002,0.0,0.0,0.98,0.009,0.0007,0.009,0.001,0.005,0.001,0.0003,0.01,YSO,0.98,0.01,43.186,,V* V2407 Ori,YSO,2012AJ....144..192M
2CXO J053523.5-051856,83.8480214,-5.3157635,0.71,73.29,1.2e-14,3e-16,1.17e-14,3e-16,1.44e-14,6e-16,3.81e-14,8e-16,1.0,1.0,15.035,0.004,15.97,0.04,13.88,0.01,11.99,0.02,11.12,0.03,10.79,0.02,,,,,,,2.48,0.05,1.18,397.0,391.0,406.0,0.0,0.001,0.003,0.0,0.02,0.003,0.0,0.98,0.0004,0.003,0.006,0.001,0.02,0.006,0.0003,0.02,YSO,0.98,0.02,26.787,conf,V* V2410 Ori,YSO,2012AJ....144..192M
2CXO J053523.5-052526,83.8482987,-5.4239691,0.72,7.79,5e-17,2e-17,4e-17,1e-17,1.1e-15,2e-16,1.1e-15,2e-16,1.0,1.0,16.67,0.03,14.31,0.01,14.0,0.1,11.89,0.02,10.79,0.03,10.23,0.02,,,,,,,,,,,,,0.001,0.003,0.03,0.01,0.04,0.002,0.0,0.91,0.003,0.006,0.02,0.01,0.03,0.005,0.001,0.04,YSO,0.91,0.04,11.303,,V* V1342 Ori,YSO,2012AJ....144..192M
2CXO J053523.6-052346,83.8485623,-5.3961655,0.72,9.03,2.4e-16,4e-17,2.9e-16,5e-17,1.7e-16,6e-17,6.9e-16,8e-17,0.965,0.937,15.729,0.006,13.18,0.03,12.431,0.006,12.12,0.09,11.35,0.06,10.82,0.05,,,,,,,2.53,0.08,2.638,387.0,377.0,397.0,0.0,0.001,0.06,0.0,0.06,0.0,0.0,0.88,0.001,0.003,0.06,0.003,0.05,0.002,0.0,0.09,YSO,0.88,0.09,5.675,,2MASS J05352365-0523463,YSO,2012AJ....144..192M
2CXO J053523.6-052626,83.848583,-5.4407989,0.77,7.27,1.2e-16,3e-17,1.1e-16,3e-17,1.6e-16,5e-17,3.9e-16,7e-17,0.957,0.892,15.82,0.02,16.7,0.1,14.19,0.08,,,,,,,10.046,0.001,9.064,0.001,,,2.41,0.06,2.753,408.0,399.0,420.0,0.02,0.02,0.41,0.002,0.11,0.02,0.001,0.41,0.02,0.02,0.07,0.006,0.04,0.02,0.005,0.07,HM-STAR,0.41,0.07,0.014,,V* V2411 Ori,YSO,2012AJ....144..192M
2CXO J053523.7-044816,83.8487537,-4.8047068,0.97,2.0,2e-16,1e-16,4e-16,3e-16,8e-18,6e-18,6e-16,3e-16,,,16.295,0.003,17.71,0.02,15.026,0.006,13.08,0.02,12.35,0.03,12.02,0.02,11.61,0.02,11.04,0.02,7.83,0.06,2.62,0.07,2.141,375.0,363.0,384.0,0.02,0.01,0.2,0.02,0.12,0.0,0.0,0.6,0.02,0.01,0.08,0.03,0.06,0.002,0.001,0.1,YSO,0.6,0.1,2.364,,V* V2412 Ori,YSO,2012AJ....144..192M
2CXO J053523.7-051839,83.8489757,-5.3110022,0.71,33.43,1.4e-15,1e-16,2.9e-15,2e-16,7.9e-15,5e-16,1.22e-14,5e-16,1.0,1.0,16.388,0.008,16.94,0.1,14.83,0.03,12.6,0.03,11.6,0.04,11.04,0.03,,,,,,,2.38,0.07,1.676,410.0,400.0,422.0,0.0,0.0,0.005,0.0,0.002,0.0,0.0,0.99,0.0005,0.0004,0.008,0.001,0.005,0.002,0.0,0.01,YSO,0.99,0.01,51.631,extent,V* V2413 Ori,YSO,2012AJ....144..192M
2CXO J053523.8-052334,83.8491768,-5.392804,0.71,67.15,2.8e-15,1e-16,8.9e-15,3e-16,1.87e-14,7e-16,3.04e-14,7e-16,1.0,1.0,15.44,0.01,13.95,0.01,12.96,0.01,11.46,0.06,9.91,,9.25,,,,,,,,2.47,0.06,2.072,394.0,384.0,401.0,0.001,0.03,0.09,0.01,0.01,0.09,0.001,0.77,0.003,0.02,0.04,0.01,0.01,0.03,0.003,0.05,YSO,0.77,0.05,7.798,extent|conf,2MASS J05352380-0523342,YSO,2012AJ....144..192M
2CXO J053523.8-045016,83.8492005,-4.8379359,0.71,17.48,1.6e-14,2e-15,1.6e-14,2e-15,4.2e-14,4e-15,7.4e-14,5e-15,1.0,,14.689,0.003,15.24,0.04,13.491,0.008,10.42,,10.58,,10.44,0.06,,,,,,,2.51,0.05,1.281,390.0,384.0,398.0,0.002,0.14,0.06,0.009,0.04,0.23,0.004,0.51,0.005,0.04,0.03,0.01,0.02,0.06,0.007,0.07,YSO,0.51,0.07,2.228,,2MASS J05352379-0450167,YSO,2012AJ....144..192M
2CXO J053523.8-052118,83.8495003,-5.3551247,0.74,6.06,5e-17,2e-17,1.8e-16,4e-17,3.3e-16,1e-16,6e-16,1e-16,1.0,0.997,19.97,0.02,14.49,0.08,13.484,0.007,13.4,0.1,12.18,0.07,11.17,0.06,,,,,,,,,,,,,0.001,0.0,0.01,0.0001,0.01,0.0,0.0,0.98,0.002,0.003,0.01,0.0009,0.02,0.002,0.0003,0.03,YSO,0.98,0.03,20.836,,2MASS J05352388-0521186,YSO,2012AJ....144..192M
2CXO J053523.9-052509,83.8499156,-5.419365,0.71,22.96,1.8e-16,4e-17,1.16e-15,1e-16,4.7e-15,3e-16,6e-15,4e-16,1.0,1.0,16.67,0.01,14.3,0.1,13.34,0.02,12.95,,12.66,0.08,11.8,0.05,,,,,,,2.2,0.2,2.354,450.0,412.0,486.0,0.0,0.002,0.03,0.007,0.002,0.03,0.0,0.93,0.002,0.004,0.02,0.009,0.005,0.02,0.002,0.03,YSO,0.93,0.03,18.721,,2MASS J05352398-0525098,YSO,2012AJ....144..192M
2CXO J053524.0-052313,83.8500772,-5.3871192,0.71,22.79,7e-17,2e-17,8.6e-16,8e-17,3.7e-15,3e-16,4.6e-15,3e-16,1.0,1.0,18.95,0.02,15.27,0.03,14.582,0.007,14.76,0.07,12.6,0.03,11.6,0.02,,,,,,,2.5,0.4,2.003,480.0,390.0,712.0,0.001,0.0,0.003,0.001,0.001,0.0,0.0,0.99,0.004,0.0006,0.007,0.004,0.004,0.002,0.0003,0.01,YSO,0.99,0.01,53.833,,V* V2415 Ori,YSO,2012AJ....144..192M
2CXO J053524.1-052132,83.8504237,-5.3590132,0.71,36.44,3.3e-15,2e-16,3.8e-15,2e-16,4.7e-15,3e-16,1.18e-14,4e-16,1.0,1.0,16.423,0.007,14.52,0.05,13.4,0.01,12.44,0.03,11.43,0.03,10.88,0.02,,,,,,,2.2,0.1,1.755,435.0,413.0,464.0,0.0,0.0,0.001,0.0,0.001,0.0001,0.0,0.999,0.0003,0.0005,0.002,0.0004,0.003,0.0008,0.0,0.004,YSO,0.999,0.004,152.921,,V* V2417 Ori,YSO,2012AJ....144..192M
2CXO J053524.1-045009,83.8505857,-4.83584,0.79,3.22,9e-16,4e-16,5e-16,3e-16,2e-15,1e-15,3e-15,1e-15,0.458,,16.134,0.004,16.75,0.09,14.76,0.02,12.57,,12.1,0.05,11.71,0.03,11.1,0.002,10.452,0.003,,,2.58,0.09,1.394,377.0,366.0,389.0,0.005,0.04,0.15,0.02,0.11,0.05,0.002,0.61,0.008,0.02,0.06,0.02,0.06,0.04,0.004,0.07,YSO,0.61,0.07,3.568,,2MASS J05352413-0450089,YSO,2012AJ....144..192M
2CXO J053524.2-052957,83.8510157,-5.499224,0.76,28.81,2.9e-15,2e-16,2.6e-15,1e-16,2.7e-15,3e-16,8.1e-15,4e-16,1.0,1.0,14.96,0.01,16.2,0.03,13.79,0.03,12.39,0.02,11.36,0.03,10.79,0.02,10.15,0.02,9.96,0.01,,,2.49,0.05,2.061,393.0,385.0,400.0,0.0,0.006,0.02,0.002,0.01,0.0,0.0,0.96,0.002,0.008,0.02,0.006,0.01,0.001,0.0,0.02,YSO,0.96,0.02,23.393,conf,V* V2420 Ori,YSO,2012AJ....144..192M
2CXO J053524.2-052518,83.8510795,-5.4218228,0.71,37.04,3.7e-15,2e-16,4.1e-15,2e-16,5.4e-15,4e-16,1.32e-14,4e-16,1.0,1.0,14.159,0.004,14.14,0.09,12.76,0.04,11.44,0.02,10.46,0.03,10.04,0.02,,,,,,,2.42,0.05,3.516,406.0,399.0,412.0,0.0,0.002,0.01,0.0,0.005,0.001,0.0,0.98,0.0,0.004,0.01,0.002,0.008,0.002,0.0,0.02,YSO,0.98,0.02,30.824,,V* V2421 Ori,YSO,2012AJ....144..192M
2CXO J053524.3-052232,83.851387,-5.3755974,0.71,28.46,1.2e-16,3e-17,1.3e-15,1e-16,9.8e-15,5e-16,1.12e-14,5e-16,1.0,1.0,19.875,0.009,19.7,0.5,18.3,0.2,13.73,0.06,11.78,0.06,10.47,0.03,,,,,,,1.8,0.9,1.17,1451.0,741.0,2160.0,0.003,0.002,0.01,0.006,0.02,0.002,0.0001,0.96,0.006,0.004,0.01,0.009,0.02,0.006,0.001,0.03,YSO,0.96,0.03,21.893,,V* V2422 Ori,YSO,2012AJ....144..192M
2CXO J053524.3-052600,83.8514374,-5.4333865,0.72,17.64,1.4e-15,1e-16,4.8e-16,6e-17,2.6e-16,8e-17,2.1e-15,2e-16,1.0,1.0,16.972,0.007,15.1,0.1,14.3,0.1,13.13,0.03,12.43,0.04,12.03,0.03,,,,,,,2.7,0.1,1.925,370.0,356.0,393.0,0.0,0.01,0.02,0.0001,0.08,0.001,0.0,0.89,0.0006,0.01,0.02,0.001,0.04,0.003,0.0003,0.05,YSO,0.89,0.05,8.409,,2MASS J05352433-0526003,YSO,2012AJ....144..192M
2CXO J053524.4-052439,83.8518006,-5.4110206,0.71,44.19,9e-16,8e-17,5.1e-15,2e-16,1.59e-14,6e-16,2.19e-14,7e-16,1.0,1.0,14.31,0.01,13.19,0.04,12.06,0.03,10.75,0.03,9.69,0.04,8.91,0.03,,,,,,,2.5,0.06,2.445,394.0,385.0,403.0,0.0,0.0,0.03,0.001,0.005,0.0,0.0,0.96,0.001,0.001,0.02,0.003,0.008,0.001,0.0,0.02,YSO,0.96,0.02,24.246,,V* V2423 Ori,YSO,2012AJ....144..192M
2CXO J053524.4-052631,83.8519274,-5.4420469,0.71,26.44,9.3e-16,9e-17,9.9e-16,9e-17,1.5e-15,2e-16,3.5e-15,2e-16,1.0,1.0,15.731,0.008,18.1,0.1,14.41,0.02,11.85,0.02,10.84,0.03,10.22,0.02,9.9254,0.001,9.051,0.001,,,2.5,0.07,2.204,389.0,378.0,400.0,0.0,0.001,0.04,0.0,0.04,0.0,0.0,0.92,0.001,0.003,0.02,0.001,0.03,0.0005,0.0,0.04,YSO,0.92,0.04,13.758,,V* V1283 Ori,YSO,2012AJ....144..192M
2CXO J053524.4-051659,83.8520075,-5.2831394,0.71,47.85,2.9e-15,2e-16,6.6e-15,2e-16,1.44e-14,7e-16,2.39e-14,8e-16,1.0,1.0,15.292,0.007,16.0,0.08,13.93,0.02,11.8,0.02,10.76,0.03,10.25,0.02,8.8977,0.0005,8.5046,0.0009,,,2.53,0.05,2.705,387.0,381.0,395.0,0.0,0.0,0.006,0.0,0.001,0.0,0.0,0.992,0.001,0.001,0.008,0.002,0.003,0.001,0.0,0.009,YSO,0.992,0.009,55.075,,V* V2424 Ori,YSO,2012AJ....144..192M
2CXO J053524.6-052104,83.8525563,-5.3511399,0.72,16.69,3e-17,1e-17,2.7e-16,5e-17,5.7e-15,4e-16,6e-15,4e-16,1.0,1.0,,,,,,,16.9,0.3,12.86,0.03,10.9,0.02,,,,,,,,,,,,,0.02,0.002,0.04,0.001,0.004,0.0,0.0,0.94,0.02,0.005,0.03,0.004,0.007,0.0005,0.002,0.05,YSO,0.94,0.05,11.373,,V* V2428 Ori,YSO,2012AJ....144..192M
2CXO J053524.6-051909,83.8527748,-5.3192045,0.99,3.35,6e-17,2e-17,1.1e-16,3e-17,4e-16,1e-16,6e-16,1e-16,0.946,0.832,16.12,0.01,17.1,0.1,14.6,0.04,12.06,0.03,10.92,0.04,10.3,0.03,10.425,0.002,,,,,2.39,0.08,0.971,413.0,398.0,426.0,0.001,0.002,0.09,0.001,0.12,0.001,0.0,0.79,0.003,0.005,0.05,0.003,0.09,0.003,0.0,0.09,YSO,0.79,0.09,3.671,,V* V1017 Ori,YSO,2012AJ....144..192M
2CXO J053524.6-052435,83.8528856,-5.4098683,0.71,18.44,2.5e-16,4e-17,9.4e-16,8e-17,2.9e-15,3e-16,4.1e-15,3e-16,1.0,1.0,14.79,0.02,13.83,0.02,12.86,0.03,11.7,0.03,10.55,0.04,9.8,0.02,,,,,,,2.55,0.06,2.312,385.0,377.0,391.0,0.0,0.0,0.02,0.0,0.001,0.001,0.0,0.97,0.001,0.001,0.02,0.002,0.004,0.003,0.0,0.02,YSO,0.97,0.02,27.475,,V* V1400 Ori,YSO,2012AJ....144..192M
2CXO J053524.7-051640,83.8529837,-5.2779816,0.95,10.88,6e-17,2e-17,3.8e-16,6e-17,7e-16,2e-16,1.2e-15,2e-16,1.0,1.0,21.25,0.04,21.3,0.4,19.5,0.8,14.16,0.02,11.69,0.03,10.32,0.02,8.652,0.0004,5.199,0.0008,,,,,,,,,0.03,0.0,0.03,0.001,0.01,0.002,0.0,0.93,0.03,0.002,0.02,0.003,0.01,0.006,0.0006,0.04,YSO,0.93,0.04,12.798,,V* V2429 Ori,YSO,2012AJ....144..192M
2CXO J053524.8-052509,83.8536916,-5.4194428,0.71,26.23,2.5e-15,1e-16,1.29e-15,1e-16,1.4e-15,2e-16,5.2e-15,3e-16,1.0,1.0,16.774,0.007,14.3,0.04,13.62,0.01,12.93,0.02,12.01,0.03,11.61,0.02,,,,,,,2.5,0.1,1.931,393.0,370.0,419.0,0.0,0.001,0.002,0.0,0.01,0.0,0.0,0.99,0.0003,0.003,0.005,0.001,0.01,0.002,0.0,0.01,YSO,0.99,0.01,37.042,,V* V2430 Ori,YSO,2012AJ....144..192M
2CXO J053525.0-052258,83.8543968,-5.382872,0.71,87.47,6.7e-15,2e-16,2.28e-14,4e-16,6.9e-14,1e-15,9.8e-14,1e-15,1.0,1.0,14.251,0.003,15.03,0.05,12.88,0.01,10.65,0.02,9.43,0.03,8.76,0.02,,,,,,,2.2,0.1,2.319,451.0,428.0,474.0,0.0,0.0,0.01,0.001,0.005,0.0,0.0,0.98,0.0005,0.001,0.01,0.004,0.008,0.002,0.0003,0.02,YSO,0.98,0.02,34.97,extent,JW  766,YSO,2012AJ....144..192M
2CXO J053525.0-052353,83.8544978,-5.3982096,0.71,23.93,9.2e-16,8e-17,1.5e-15,1e-16,4.4e-15,3e-16,6.8e-15,4e-16,1.0,1.0,15.14,0.02,13.0,0.03,12.16,0.02,11.64,0.09,10.8,0.1,10.13,0.07,,,,,,,2.53,0.05,2.21,389.0,380.0,397.0,0.0,0.002,0.08,0.001,0.01,0.005,0.0,0.9,0.0006,0.004,0.07,0.004,0.01,0.01,0.0005,0.08,YSO,0.9,0.08,5.268,,Parenago  2009,YSO,2012AJ....144..192M
2CXO J053525.0-052346,83.8545167,-5.3962656,0.71,63.94,1.54e-14,4e-16,1.04e-14,3e-16,1.15e-14,5e-16,3.73e-14,7e-16,1.0,1.0,13.485,0.005,12.94,0.02,11.82,0.009,10.86,0.06,10.18,0.07,9.86,0.06,,,,,,,2.58,0.04,2.342,382.0,378.0,388.0,0.0,0.01,0.04,0.003,0.08,0.01,0.0,0.86,0.0003,0.01,0.03,0.006,0.04,0.01,0.0005,0.07,YSO,0.86,0.07,7.007,extent,Brun 685,YSO,2012AJ....144..192M
2CXO J053525.1-064756,83.854666,-6.7989887,0.83,17.35,1.7e-14,2e-15,1.8e-14,2e-15,4.4e-14,5e-15,7.9e-14,5e-15,1.0,,13.94,0.01,14.6,0.05,13.07,0.03,11.37,0.03,10.47,0.03,9.97,0.02,9.41,0.02,8.85,0.02,7.19,0.02,2.56,0.02,0.413,384.0,382.0,387.0,0.001,0.004,0.005,0.004,0.003,0.002,0.0,0.98,0.004,0.006,0.007,0.006,0.006,0.004,0.0003,0.02,YSO,0.98,0.02,43.028,,V* NT Ori,YSO,2012AJ....144..192M
2CXO J053525.2-051535,83.8550928,-5.2598168,0.76,27.42,7e-16,1e-16,1.7e-15,1e-16,1.14e-14,8e-16,1.38e-14,8e-16,1.0,1.0,15.06,0.01,15.7,0.06,13.72,0.03,11.79,0.03,10.7,0.04,10.01,0.02,8.031,0.002,7.294,0.008,,,2.56,0.04,3.817,384.0,378.0,391.0,0.001,0.001,0.05,0.004,0.005,0.001,0.0,0.94,0.003,0.003,0.03,0.006,0.008,0.003,0.001,0.03,YSO,0.94,0.03,16.63,,V* V2434 Ori,YSO,2012AJ....144..192M
2CXO J053525.2-052951,83.8551337,-5.497731,0.96,10.32,5.8e-16,8e-17,3.2e-16,5e-17,4e-16,1e-16,1.3e-15,2e-16,0.999,0.934,16.385,0.003,18.68,0.09,15.116,0.009,13.09,0.02,12.38,0.03,12.1,0.02,16.4,0.2,14.19,0.07,,,2.43,0.08,3.088,404.0,392.0,415.0,0.001,0.03,0.13,0.003,0.16,0.01,0.0,0.67,0.003,0.02,0.06,0.006,0.06,0.01,0.002,0.08,YSO,0.67,0.08,3.662,,2MASS J05352522-0529516,YSO,2012AJ....144..192M
2CXO J053525.3-052411,83.8556916,-5.4031382,0.73,7.87,4e-17,1e-17,2e-16,4e-17,7e-16,1e-16,1e-15,1e-16,0.998,0.997,17.22,0.03,13.67,0.02,12.979,0.009,12.6,0.09,11.28,0.07,10.39,0.06,,,,,,,2.2,0.2,0.801,452.0,410.0,493.0,0.001,0.0,0.02,0.001,0.01,0.001,0.0,0.97,0.003,0.002,0.02,0.003,0.02,0.004,0.0,0.03,YSO,0.97,0.03,16.98,,V* V2437 Ori,YSO,2012AJ....144..192M
2CXO J053525.4-052151,83.8559425,-5.3642539,0.71,47.66,5.7e-16,7e-17,6e-15,2e-16,2.4e-14,8e-16,3.06e-14,8e-16,1.0,1.0,15.52,0.01,14.84,0.06,13.53,0.04,11.93,0.04,10.77,0.04,10.09,0.04,,,,,,,2.2,0.2,1.886,434.0,402.0,475.0,0.001,0.0,0.01,0.003,0.005,0.002,0.0,0.98,0.003,0.002,0.01,0.005,0.008,0.004,0.0005,0.02,YSO,0.98,0.02,29.121,,V* V496 Ori,YSO,2012AJ....144..192M
2CXO J053525.5-045120,83.8562557,-4.8557337,0.83,5.61,1.2e-15,4e-16,2.4e-15,6e-16,5e-15,2e-15,8e-15,2e-15,1.0,,15.54,0.006,16.42,0.03,14.41,0.01,12.29,0.02,11.28,0.03,10.69,0.02,9.7,0.03,8.91,0.03,5.94,0.09,2.63,0.05,1.31,374.0,366.0,380.0,0.002,0.001,0.02,0.001,0.002,0.0,0.0,0.97,0.006,0.006,0.03,0.003,0.006,0.002,0.0,0.04,YSO,0.97,0.04,13.044,,V* V2438 Ori,YSO,2012AJ....144..192M
2CXO J053525.6-044931,83.8569907,-4.8253683,0.71,16.89,2e-14,2e-15,1.7e-14,2e-15,2.5e-14,3e-15,6.2e-14,4e-15,1.0,,16.275,0.005,17.5,0.04,15.03,0.01,12.93,0.02,12.24,0.03,11.95,0.02,11.01,0.03,10.44,0.03,6.65,0.04,2.58,0.07,1.932,379.0,369.0,391.0,0.04,0.11,0.003,0.01,0.03,0.08,0.003,0.72,0.02,0.05,0.006,0.01,0.02,0.04,0.007,0.07,YSO,0.72,0.07,4.986,,V* V1536 Ori,YSO,2012AJ....144..192M
2CXO J053525.6-053021,83.8570371,-5.5058385,0.72,69.51,1.83e-14,4e-16,1.18e-14,3e-16,1.44e-14,6e-16,4.46e-14,8e-16,1.0,1.0,13.908,0.008,14.74,0.02,12.86,0.02,11.02,0.03,10.25,0.04,9.7,0.02,9.25,0.02,8.67,0.01,,,2.61,0.05,2.0,377.0,371.0,384.0,0.0001,0.005,0.01,0.001,0.02,0.001,0.0,0.97,0.0008,0.009,0.01,0.004,0.03,0.004,0.0004,0.04,YSO,0.97,0.04,13.772,extent|conf,V* V417 Ori,YSO,2012AJ....144..192M
2CXO J053525.7-052309,83.857134,-5.3858735,0.71,76.13,2.5e-15,1e-16,1.07e-14,3e-16,4.1e-14,1e-15,5.4e-14,1e-15,1.0,1.0,16.33,0.04,15.41,0.07,14.18,0.07,11.9,0.02,10.64,0.03,9.9,0.02,,,,,,,2.46,0.07,1.535,397.0,385.0,409.0,0.0,0.0,0.003,0.0,0.007,0.002,0.0,0.99,0.001,0.002,0.005,0.002,0.01,0.004,0.0006,0.01,YSO,0.99,0.01,45.436,extent,V* V2441 Ori,YSO,2012AJ....144..192M
2CXO J053525.7-052641,83.8572445,-5.44491,0.71,47.69,5.2e-15,2e-16,6.5e-15,2e-16,1e-14,5e-16,2.18e-14,6e-16,1.0,1.0,15.408,0.006,16.85,0.09,14.25,0.02,12.02,0.02,10.94,0.03,10.29,0.02,9.2179,0.0006,8.3667,0.0008,,,2.48,0.06,2.887,394.0,386.0,407.0,0.0,0.001,0.006,0.001,0.002,0.0,0.0,0.99,0.001,0.002,0.008,0.002,0.004,0.001,0.0004,0.01,YSO,0.99,0.01,52.504,conf,V* V1284 Ori,YSO,2012AJ....144..192M
2CXO J053526.0-052547,83.8583757,-5.4298921,0.71,61.86,6.2e-15,2e-16,1.09e-14,3e-16,1.88e-14,7e-16,3.59e-14,8e-16,1.0,1.0,15.121,0.006,14.9,0.1,13.47,0.05,11.56,0.03,10.42,0.04,9.83,0.02,9.0538,0.0007,,,,,2.8,0.1,2.153,353.0,340.0,369.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.999,0.0003,0.001,0.002,0.0006,0.002,0.0007,0.0,0.003,YSO,0.999,0.003,184.384,extent,V* V1285 Ori,YSO,2012AJ....144..192M
2CXO J053526.1-052005,83.8590334,-5.3349257,0.71,130.62,8.7e-15,3e-16,2.98e-14,5e-16,7e-14,1e-15,1.08e-13,1e-15,1.0,1.0,16.215,0.005,16.7,0.1,14.71,0.03,12.05,0.02,10.62,0.03,9.91,0.02,,,,,,,2.35,0.07,2.12,415.0,404.0,429.0,0.0,0.001,0.001,0.001,0.01,0.007,0.0001,0.98,0.0006,0.003,0.003,0.003,0.02,0.009,0.001,0.02,YSO,0.98,0.02,25.909,extent,V* V2445 Ori,YSO,2012AJ....144..192M
2CXO J053526.1-052520,83.8591173,-5.4223176,0.73,8.69,4.1e-16,6e-17,1.7e-16,4e-17,2e-16,6e-17,7.8e-16,9e-17,0.978,0.924,16.601,0.005,14.8,0.1,13.82,0.01,13.28,0.02,12.35,0.03,12.04,0.02,,,,,,,2.46,0.09,2.793,397.0,385.0,409.0,0.0,0.006,0.03,0.0001,0.08,0.001,0.0,0.89,0.0006,0.01,0.02,0.0009,0.05,0.004,0.0003,0.06,YSO,0.89,0.06,7.784,,2MASS J05352618-0525203,YSO,2012AJ....144..192M
2CXO J053526.3-044926,83.8596822,-4.824008,0.74,4.89,1.9e-15,5e-16,1e-15,4e-16,2e-15,1e-15,5e-15,1e-15,0.999,,16.382,0.003,17.8,0.03,15.089,0.005,13.22,0.02,12.55,0.03,12.28,0.02,11.67,0.03,11.1,0.04,7.19,0.07,2.44,0.07,1.917,402.0,391.0,411.0,0.003,0.07,0.06,0.01,0.1,0.02,0.0,0.75,0.005,0.05,0.05,0.02,0.05,0.02,0.002,0.1,YSO,0.75,0.1,4.25,,2MASS J05352631-0449263,YSO,2012AJ....144..192M
